id,year,course name,status
2795932,3,physics,allowed
2795933,4,physics,allowed
2795934,5,physics,allowed
2795965,1,chemistry,allowed
2795966,2,chemistry,allowed
2796023,4,engineering,allowed
2796104,1,law,allowed
2796105,2,law,allowed
2796106,3,law,allowed
2790241,4,material science and engineering,not allowed
2790173,4,mathematics,allowed
2790186,4,chemistry,allowed
2790185,4,chemistry,allowed
2790242,4,material science and engineering,not allowed
2790218,4,civil and environmental engineering,not allowed
2790217,4,civil and environmental engineering,not allowed
2790174,4,mathematics,allowed
2796081,4,leather design,not allowed
2796080,3,leather design,not allowed
2796078,1,leather design,not allowed
2796079,2,leather design,not allowed
2796152,1,social studies,not allowed
2796258,1,mpcs,allowed
2796259,2,mpcs,allowed
2796260,3,mpcs,allowed
2796261,1,res,not allowed
2796262,2,res,not allowed
2796263,3,res,not allowed
2796264,1,mpc,allowed
2796265,2,mpc,allowed
2796266,3,mpc,allowed
2796300,1,arts,allowed
2796301,2,arts,allowed
2796302,3,arts,allowed
2796357,1,bio-chemistry,allowed
2796358,2,bio-chemistry,allowed
2796359,3,bio-chemistry,allowed
2796361,1,zoology,allowed
2796362,2,zoology,allowed
2796377,1,computer application,allowed
2796378,2,computer application,allowed
2796379,3,computer application,allowed
2796396,1,chemistry,allowed
2796397,1,chemistry,allowed
2796398,2,chemistry,allowed
2796399,2,chemistry,allowed
2796400,3,chemistry,allowed
2796401,3,chemistry,allowed
2796418,1,information technology,not allowed
2796419,2,information technology,allowed
2796434,1,english,allowed
2796435,1,english,allowed
2796436,2,english,allowed
2796437,2,english,allowed
2796438,3,english,allowed
2796439,3,english,allowed
2796543,1,education,allowed
2796567,1,coumputer science,allowed
2796568,2,coumputer science,allowed
2796569,3,coumputer science,allowed
2796570,4,coumputer science,allowed
2796580,2,nursing,allowed
2796584,4,nursing,allowed
2796579,1,nursing,allowed
2796583,3,nursing,allowed
2796582,2,nursing,allowed
2796581,1,nursing,allowed
2796606,1,mass relation,not allowed
2796607,2,mass relation,not allowed
2796610,1,em,not allowed
2796611,2,em,not allowed
2796612,3,em,not allowed
2796613,1,tm,not allowed
2796614,2,tm,not allowed
2796615,3,tm,not allowed
2796616,1,general,allowed
2796617,2,general,allowed
2796618,3,general,allowed
2796656,4,english,allowed
2796663,1,economics,allowed
2796664,2,economics,allowed
2796679,1,political science,allowed
2796680,2,political science,allowed
2796686,1,refactoring,not allowed
2796687,2,refactoring,not allowed
2796688,3,refactoring,not allowed
2796689,4,refactoring,not allowed
2796702,1,computer science,allowed
2796703,2,computer science,allowed
2796704,3,computer science,allowed
2796756,1,education,allowed
2796757,2,education,allowed
2796769,1,management,allowed
2796770,2,management,allowed
2796771,3,management,allowed
2796772,1,music vocal,not allowed
2796773,2,music vocal,not allowed
2796774,3,music vocal,not allowed
2796783,1,political science,allowed
2796784,2,political science,allowed
2796785,3,political science,allowed
2796786,1,computers (ug),not allowed
2796787,2,computers (ug),not allowed
2796788,3,computers (ug),not allowed
2796789,1,economics,allowed
2796790,2,economics,allowed
2796791,3,economics,allowed
2796800,1,hindi,allowed
2796801,2,hindi,allowed
2796802,3,hindi,allowed
2796803,1,computer application,allowed
2796804,2,computer application,allowed
2796805,3,computer application,allowed
2796812,1,nursing,allowed
2796813,2,nursing,allowed
2796814,3,nursing,allowed
2796815,4,nursing,allowed

